input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2,output_3,output_4,seq_id,rain_category
2107340,2107320,2107300,2107282,2107260,2107242,2107219,2107190,2107172,2107150,120,4.0
2107320,2107300,2107282,2107260,2107242,2107219,2107190,2107172,2107150,2107130,120,4.0
2107300,2107282,2107260,2107242,2107219,2107190,2107172,2107150,2107130,2107110,120,4.0
2107282,2107260,2107242,2107219,2107190,2107172,2107150,2107130,2107110,2107092,120,4.0
2107260,2107242,2107219,2107190,2107172,2107150,2107130,2107110,2107092,2107070,120,4.0
2107242,2107219,2107190,2107172,2107150,2107130,2107110,2107092,2107070,2107050,120,4.0
2107219,2107190,2107172,2107150,2107130,2107110,2107092,2107070,2107050,2107030,120,4.0
2107190,2107172,2107150,2107130,2107110,2107092,2107070,2107050,2107030,2107010,120,4.0
2107172,2107150,2107130,2107110,2107092,2107070,2107050,2107030,2107010,2106990,120,4.0
2107150,2107130,2107110,2107092,2107070,2107050,2107030,2107010,2106990,2106968,120,4.0
2107130,2107110,2107092,2107070,2107050,2107030,2107010,2106990,2106968,2106942,120,4.0
2107110,2107092,2107070,2107050,2107030,2107010,2106990,2106968,2106942,2106922,120,4.0
2107092,2107070,2107050,2107030,2107010,2106990,2106968,2106942,2106922,2106903,120,4.0
2107070,2107050,2107030,2107010,2106990,2106968,2106942,2106922,2106903,2106884,120,4.0
2107050,2107030,2107010,2106990,2106968,2106942,2106922,2106903,2106884,2106864,120,4.0
2107030,2107010,2106990,2106968,2106942,2106922,2106903,2106884,2106864,2106844,120,4.0
2107010,2106990,2106968,2106942,2106922,2106903,2106884,2106864,2106844,2106824,120,4.0
2106990,2106968,2106942,2106922,2106903,2106884,2106864,2106844,2106824,2106804,120,4.0
2106968,2106942,2106922,2106903,2106884,2106864,2106844,2106824,2106804,2106781,120,4.0
2106942,2106922,2106903,2106884,2106864,2106844,2106824,2106804,2106781,2106761,120,4.0
2106922,2106903,2106884,2106864,2106844,2106824,2106804,2106781,2106761,2106741,120,4.0
2106903,2106884,2106864,2106844,2106824,2106804,2106781,2106761,2106741,2106721,120,4.0
2106884,2106864,2106844,2106824,2106804,2106781,2106761,2106741,2106721,2106694,120,4.0
2106864,2106844,2106824,2106804,2106781,2106761,2106741,2106721,2106694,2106674,120,4.0
2106844,2106824,2106804,2106781,2106761,2106741,2106721,2106694,2106674,2106654,120,4.0
2106824,2106804,2106781,2106761,2106741,2106721,2106694,2106674,2106654,2106634,120,4.0
2106804,2106781,2106761,2106741,2106721,2106694,2106674,2106654,2106634,2106611,120,4.0
2106781,2106761,2106741,2106721,2106694,2106674,2106654,2106634,2106611,2106594,120,4.0
2106761,2106741,2106721,2106694,2106674,2106654,2106634,2106611,2106594,2106574,120,4.0
2106741,2106721,2106694,2106674,2106654,2106634,2106611,2106594,2106574,2106554,120,4.0
2106721,2106694,2106674,2106654,2106634,2106611,2106594,2106574,2106554,2106531,120,4.0
2106694,2106674,2106654,2106634,2106611,2106594,2106574,2106554,2106531,2106514,120,4.0
2106674,2106654,2106634,2106611,2106594,2106574,2106554,2106531,2106514,2106494,120,4.0
2106654,2106634,2106611,2106594,2106574,2106554,2106531,2106514,2106494,2106474,120,4.0
2106634,2106611,2106594,2106574,2106554,2106531,2106514,2106494,2106474,2106441,120,4.0
2106611,2106594,2106574,2106554,2106531,2106514,2106494,2106474,2106441,2106424,120,4.0
2106594,2106574,2106554,2106531,2106514,2106494,2106474,2106441,2106424,2106404,120,4.0
2106574,2106554,2106531,2106514,2106494,2106474,2106441,2106424,2106404,2106384,120,4.0
2106554,2106531,2106514,2106494,2106474,2106441,2106424,2106404,2106384,2106364,120,4.0
2106531,2106514,2106494,2106474,2106441,2106424,2106404,2106384,2106364,2106344,120,4.0
2106514,2106494,2106474,2106441,2106424,2106404,2106384,2106364,2106344,2106324,120,4.0
2106494,2106474,2106441,2106424,2106404,2106384,2106364,2106344,2106324,2106304,120,4.0
2106474,2106441,2106424,2106404,2106384,2106364,2106344,2106324,2106304,2106284,120,4.0
2106441,2106424,2106404,2106384,2106364,2106344,2106324,2106304,2106284,2106264,120,4.0
2106424,2106404,2106384,2106364,2106344,2106324,2106304,2106284,2106264,2106244,120,4.0
2106404,2106384,2106364,2106344,2106324,2106304,2106284,2106264,2106244,2106224,120,4.0
2106384,2106364,2106344,2106324,2106304,2106284,2106264,2106244,2106224,2106191,120,3.9
2106364,2106344,2106324,2106304,2106284,2106264,2106244,2106224,2106191,2106176,120,3.8
2106344,2106324,2106304,2106284,2106264,2106244,2106224,2106191,2106176,2106154,120,3.7
2106324,2106304,2106284,2106264,2106244,2106224,2106191,2106176,2106154,2106134,120,3.6
2106304,2106284,2106264,2106244,2106224,2106191,2106176,2106154,2106134,2106114,120,3.5
2106284,2106264,2106244,2106224,2106191,2106176,2106154,2106134,2106114,2106091,120,3.4
2106264,2106244,2106224,2106191,2106176,2106154,2106134,2106114,2106091,2106071,120,3.3
2106244,2106224,2106191,2106176,2106154,2106134,2106114,2106091,2106071,2106054,120,3.2
2106224,2106191,2106176,2106154,2106134,2106114,2106091,2106071,2106054,2106036,120,3.1
2104746,2104715,2104702,2104682,2104664,2104646,2104628,2104597,2104582,2104566,120,3.1
2104715,2104702,2104682,2104664,2104646,2104628,2104597,2104582,2104566,2104546,120,3.2
2104702,2104682,2104664,2104646,2104628,2104597,2104582,2104566,2104546,2104530,120,3.3
2104682,2104664,2104646,2104628,2104597,2104582,2104566,2104546,2104530,2104510,120,3.4
2104664,2104646,2104628,2104597,2104582,2104566,2104546,2104530,2104510,2104479,120,3.5
2104646,2104628,2104597,2104582,2104566,2104546,2104530,2104510,2104479,2104461,120,3.6
2104628,2104597,2104582,2104566,2104546,2104530,2104510,2104479,2104461,2104448,120,3.7
2104597,2104582,2104566,2104546,2104530,2104510,2104479,2104461,2104448,2104428,120,3.8
2104582,2104566,2104546,2104530,2104510,2104479,2104461,2104448,2104428,2104410,120,3.9
2104566,2104546,2104530,2104510,2104479,2104461,2104448,2104428,2104410,2104390,120,4.0
2104546,2104530,2104510,2104479,2104461,2104448,2104428,2104410,2104390,2104374,120,4.0
2104530,2104510,2104479,2104461,2104448,2104428,2104410,2104390,2104374,2104344,120,4.0
2104510,2104479,2104461,2104448,2104428,2104410,2104390,2104374,2104344,2104328,120,4.0
2104479,2104461,2104448,2104428,2104410,2104390,2104374,2104344,2104328,2104308,120,4.0
2104461,2104448,2104428,2104410,2104390,2104374,2104344,2104328,2104308,2104289,120,3.9
2104448,2104428,2104410,2104390,2104374,2104344,2104328,2104308,2104289,2104269,120,3.8
2104428,2104410,2104390,2104374,2104344,2104328,2104308,2104289,2104269,2104249,120,3.7
2104410,2104390,2104374,2104344,2104328,2104308,2104289,2104269,2104249,2104229,120,3.6
2104390,2104374,2104344,2104328,2104308,2104289,2104269,2104249,2104229,2104209,120,3.5
2104374,2104344,2104328,2104308,2104289,2104269,2104249,2104229,2104209,2104189,120,3.4
2104344,2104328,2104308,2104289,2104269,2104249,2104229,2104209,2104189,2104169,120,3.3
2104328,2104308,2104289,2104269,2104249,2104229,2104209,2104189,2104169,2104150,120,3.2
2104308,2104289,2104269,2104249,2104229,2104209,2104189,2104169,2104150,2104130,120,3.1
2104269,2104249,2104229,2104209,2104189,2104169,2104150,2104130,2104100,2104082,120,3.1
2104249,2104229,2104209,2104189,2104169,2104150,2104130,2104100,2104082,2104060,120,3.2
2104229,2104209,2104189,2104169,2104150,2104130,2104100,2104082,2104060,2104042,120,3.3
2104209,2104189,2104169,2104150,2104130,2104100,2104082,2104060,2104042,2104020,120,3.4
2104189,2104169,2104150,2104130,2104100,2104082,2104060,2104042,2104020,2104000,120,3.4
2104169,2104150,2104130,2104100,2104082,2104060,2104042,2104020,2104000,2103982,120,3.4
2104150,2104130,2104100,2104082,2104060,2104042,2104020,2104000,2103982,2103960,120,3.4
2104130,2104100,2104082,2104060,2104042,2104020,2104000,2103982,2103960,2103940,120,3.4
2104100,2104082,2104060,2104042,2104020,2104000,2103982,2103960,2103940,2103922,120,3.4
2104082,2104060,2104042,2104020,2104000,2103982,2103960,2103940,2103922,2103900,120,3.4
2104060,2104042,2104020,2104000,2103982,2103960,2103940,2103922,2103900,2103880,120,3.3
2104042,2104020,2104000,2103982,2103960,2103940,2103922,2103900,2103880,2103850,120,3.2
2104020,2104000,2103982,2103960,2103940,2103922,2103900,2103880,2103850,2103830,120,3.1
2088993,2088977,2088956,2088938,2088916,2088896,2088873,2088856,2088836,2088816,126,3.1
2088977,2088956,2088938,2088916,2088896,2088873,2088856,2088836,2088816,2088788,126,3.2
2088956,2088938,2088916,2088896,2088873,2088856,2088836,2088816,2088788,2088766,126,3.3
2088938,2088916,2088896,2088873,2088856,2088836,2088816,2088788,2088766,2088743,126,3.4
2088916,2088896,2088873,2088856,2088836,2088816,2088788,2088766,2088743,2088726,126,3.5
2088896,2088873,2088856,2088836,2088816,2088788,2088766,2088743,2088726,2088706,126,3.6
2088873,2088856,2088836,2088816,2088788,2088766,2088743,2088726,2088706,2088686,126,3.7
2088856,2088836,2088816,2088788,2088766,2088743,2088726,2088706,2088686,2088663,126,3.8
2088836,2088816,2088788,2088766,2088743,2088726,2088706,2088686,2088663,2088648,126,3.9
2088816,2088788,2088766,2088743,2088726,2088706,2088686,2088663,2088648,2088627,126,4.0
2088788,2088766,2088743,2088726,2088706,2088686,2088663,2088648,2088627,2088608,126,4.0
2088766,2088743,2088726,2088706,2088686,2088663,2088648,2088627,2088608,2088590,126,4.0
2088743,2088726,2088706,2088686,2088663,2088648,2088627,2088608,2088590,2088569,126,4.0
2088726,2088706,2088686,2088663,2088648,2088627,2088608,2088590,2088569,2088541,126,4.0
2088706,2088686,2088663,2088648,2088627,2088608,2088590,2088569,2088541,2088523,126,4.0
2088686,2088663,2088648,2088627,2088608,2088590,2088569,2088541,2088523,2088503,126,4.0
2088663,2088648,2088627,2088608,2088590,2088569,2088541,2088523,2088503,2088480,126,4.0
2088648,2088627,2088608,2088590,2088569,2088541,2088523,2088503,2088480,2088463,126,4.0
2088627,2088608,2088590,2088569,2088541,2088523,2088503,2088480,2088463,2088447,126,4.0
2088608,2088590,2088569,2088541,2088523,2088503,2088480,2088463,2088447,2088423,126,4.0
2088590,2088569,2088541,2088523,2088503,2088480,2088463,2088447,2088423,2088403,126,4.0
2088569,2088541,2088523,2088503,2088480,2088463,2088447,2088423,2088403,2088383,126,4.0
2088541,2088523,2088503,2088480,2088463,2088447,2088423,2088403,2088383,2088363,126,4.0
2088523,2088503,2088480,2088463,2088447,2088423,2088403,2088383,2088363,2088343,126,4.0
2088503,2088480,2088463,2088447,2088423,2088403,2088383,2088363,2088343,2088313,126,4.0
2088480,2088463,2088447,2088423,2088403,2088383,2088363,2088343,2088313,2088294,126,4.0
2088463,2088447,2088423,2088403,2088383,2088363,2088343,2088313,2088294,2088274,126,4.0
2088447,2088423,2088403,2088383,2088363,2088343,2088313,2088294,2088274,2088254,126,4.0
2088423,2088403,2088383,2088363,2088343,2088313,2088294,2088274,2088254,2088231,126,4.0
2088403,2088383,2088363,2088343,2088313,2088294,2088274,2088254,2088231,2088214,126,4.0
2088383,2088363,2088343,2088313,2088294,2088274,2088254,2088231,2088214,2088194,126,4.0
2088363,2088343,2088313,2088294,2088274,2088254,2088231,2088214,2088194,2088174,126,3.9
2088343,2088313,2088294,2088274,2088254,2088231,2088214,2088194,2088174,2088154,126,3.8
2088313,2088294,2088274,2088254,2088231,2088214,2088194,2088174,2088154,2088134,126,3.7
2088294,2088274,2088254,2088231,2088214,2088194,2088174,2088154,2088134,2088115,126,3.6
2088274,2088254,2088231,2088214,2088194,2088174,2088154,2088134,2088115,2088097,126,3.5
2088254,2088231,2088214,2088194,2088174,2088154,2088134,2088115,2088097,2088066,126,3.4
2088231,2088214,2088194,2088174,2088154,2088134,2088115,2088097,2088066,2088048,126,3.3
2088214,2088194,2088174,2088154,2088134,2088115,2088097,2088066,2088048,2088030,126,3.2
2088194,2088174,2088154,2088134,2088115,2088097,2088066,2088048,2088030,2088008,126,3.1
2086634,2086613,2086600,2086582,2086559,2086534,2086514,2086496,2086478,2086462,127,3.3
2086613,2086600,2086582,2086559,2086534,2086514,2086496,2086478,2086462,2086442,127,3.4
2086600,2086582,2086559,2086534,2086514,2086496,2086478,2086462,2086442,2086426,127,3.5
2086582,2086559,2086534,2086514,2086496,2086478,2086462,2086442,2086426,2086408,127,3.6
2086559,2086534,2086514,2086496,2086478,2086462,2086442,2086426,2086408,2086387,127,3.7
2086534,2086514,2086496,2086478,2086462,2086442,2086426,2086408,2086387,2086362,127,3.8
2086514,2086496,2086478,2086462,2086442,2086426,2086408,2086387,2086362,2086344,127,3.9
2086496,2086478,2086462,2086442,2086426,2086408,2086387,2086362,2086344,2086326,127,4.0
2086478,2086462,2086442,2086426,2086408,2086387,2086362,2086344,2086326,2086308,127,4.0
2086462,2086442,2086426,2086408,2086387,2086362,2086344,2086326,2086308,2086290,127,4.0
2086442,2086426,2086408,2086387,2086362,2086344,2086326,2086308,2086290,2086272,127,4.0
2086426,2086408,2086387,2086362,2086344,2086326,2086308,2086290,2086272,2086242,127,4.0
2086408,2086387,2086362,2086344,2086326,2086308,2086290,2086272,2086242,2086226,127,4.0
2086387,2086362,2086344,2086326,2086308,2086290,2086272,2086242,2086226,2086206,127,4.0
2086362,2086344,2086326,2086308,2086290,2086272,2086242,2086226,2086206,2086188,127,4.0
2086344,2086326,2086308,2086290,2086272,2086242,2086226,2086206,2086188,2086170,127,4.0
2086326,2086308,2086290,2086272,2086242,2086226,2086206,2086188,2086170,2086152,127,4.0
2086308,2086290,2086272,2086242,2086226,2086206,2086188,2086170,2086152,2086136,127,4.0
2086290,2086272,2086242,2086226,2086206,2086188,2086170,2086152,2086136,2086116,127,4.0
2086272,2086242,2086226,2086206,2086188,2086170,2086152,2086136,2086116,2086098,127,4.0
2086242,2086226,2086206,2086188,2086170,2086152,2086136,2086116,2086098,2086079,127,4.0
2086226,2086206,2086188,2086170,2086152,2086136,2086116,2086098,2086079,2086060,127,4.0
2086206,2086188,2086170,2086152,2086136,2086116,2086098,2086079,2086060,2086042,127,4.0
2086188,2086170,2086152,2086136,2086116,2086098,2086079,2086060,2086042,2086014,127,4.0
2086170,2086152,2086136,2086116,2086098,2086079,2086060,2086042,2086014,2085998,127,4.0
2086152,2086136,2086116,2086098,2086079,2086060,2086042,2086014,2085998,2085978,127,4.0
2086136,2086116,2086098,2086079,2086060,2086042,2086014,2085998,2085978,2085960,127,4.0
2086116,2086098,2086079,2086060,2086042,2086014,2085998,2085978,2085960,2085942,127,4.0
2086098,2086079,2086060,2086042,2086014,2085998,2085978,2085960,2085942,2085921,127,4.0
2086079,2086060,2086042,2086014,2085998,2085978,2085960,2085942,2085921,2085908,127,4.0
2086060,2086042,2086014,2085998,2085978,2085960,2085942,2085921,2085908,2085888,127,4.0
2086042,2086014,2085998,2085978,2085960,2085942,2085921,2085908,2085888,2085870,127,4.0
2086014,2085998,2085978,2085960,2085942,2085921,2085908,2085888,2085870,2085851,127,4.0
2085998,2085978,2085960,2085942,2085921,2085908,2085888,2085870,2085851,2085831,127,4.0
2085978,2085960,2085942,2085921,2085908,2085888,2085870,2085851,2085831,2085811,127,4.0
2085960,2085942,2085921,2085908,2085888,2085870,2085851,2085831,2085811,2085782,127,4.0
2085942,2085921,2085908,2085888,2085870,2085851,2085831,2085811,2085782,2085763,127,4.0
2085921,2085908,2085888,2085870,2085851,2085831,2085811,2085782,2085763,2085743,127,4.0
2085908,2085888,2085870,2085851,2085831,2085811,2085782,2085763,2085743,2085723,127,4.0
2085888,2085870,2085851,2085831,2085811,2085782,2085763,2085743,2085723,2085706,127,4.0
2085870,2085851,2085831,2085811,2085782,2085763,2085743,2085723,2085706,2085685,127,4.0
2085851,2085831,2085811,2085782,2085763,2085743,2085723,2085706,2085685,2085665,127,4.0
2085831,2085811,2085782,2085763,2085743,2085723,2085706,2085685,2085665,2085645,127,4.0
2085811,2085782,2085763,2085743,2085723,2085706,2085685,2085665,2085645,2085625,127,4.0
2085782,2085763,2085743,2085723,2085706,2085685,2085665,2085645,2085625,2085605,127,4.0
2085763,2085743,2085723,2085706,2085685,2085665,2085645,2085625,2085605,2085585,127,4.0
2085743,2085723,2085706,2085685,2085665,2085645,2085625,2085605,2085585,2085567,127,4.0
2085723,2085706,2085685,2085665,2085645,2085625,2085605,2085585,2085567,2085537,127,4.0
2085706,2085685,2085665,2085645,2085625,2085605,2085585,2085567,2085537,2085517,127,4.0
2085685,2085665,2085645,2085625,2085605,2085585,2085567,2085537,2085517,2085501,127,4.0
2085665,2085645,2085625,2085605,2085585,2085567,2085537,2085517,2085501,2085481,127,4.0
2085645,2085625,2085605,2085585,2085567,2085537,2085517,2085501,2085481,2085461,127,4.0
2085625,2085605,2085585,2085567,2085537,2085517,2085501,2085481,2085461,2085443,127,4.0
2085605,2085585,2085567,2085537,2085517,2085501,2085481,2085461,2085443,2085422,127,4.0
2085585,2085567,2085537,2085517,2085501,2085481,2085461,2085443,2085422,2085407,127,4.0
2085567,2085537,2085517,2085501,2085481,2085461,2085443,2085422,2085407,2085389,127,4.0
2085537,2085517,2085501,2085481,2085461,2085443,2085422,2085407,2085389,2085361,127,4.0
2085517,2085501,2085481,2085461,2085443,2085422,2085407,2085389,2085361,2085340,127,4.0
2085501,2085481,2085461,2085443,2085422,2085407,2085389,2085361,2085340,2085325,127,4.0
2085481,2085461,2085443,2085422,2085407,2085389,2085361,2085340,2085325,2085307,127,4.0
2085461,2085443,2085422,2085407,2085389,2085361,2085340,2085325,2085307,2085292,127,4.0
2085443,2085422,2085407,2085389,2085361,2085340,2085325,2085307,2085292,2085271,127,3.9
2085422,2085407,2085389,2085361,2085340,2085325,2085307,2085292,2085271,2085251,127,3.8
2085407,2085389,2085361,2085340,2085325,2085307,2085292,2085271,2085251,2085230,127,3.7
2085389,2085361,2085340,2085325,2085307,2085292,2085271,2085251,2085230,2085215,127,3.6
2085361,2085340,2085325,2085307,2085292,2085271,2085251,2085230,2085215,2085197,127,3.5
2085340,2085325,2085307,2085292,2085271,2085251,2085230,2085215,2085197,2085171,127,3.4
2085325,2085307,2085292,2085271,2085251,2085230,2085215,2085197,2085171,2085153,127,3.3
2085307,2085292,2085271,2085251,2085230,2085215,2085197,2085171,2085153,2085137,127,3.2
2085292,2085271,2085251,2085230,2085215,2085197,2085171,2085153,2085137,2085117,127,3.1
2080092,2080064,2080044,2080027,2080007,2079989,2079970,2079952,2079934,2079918,128,3.1
2080064,2080044,2080027,2080007,2079989,2079970,2079952,2079934,2079918,2079897,128,3.2
2080044,2080027,2080007,2079989,2079970,2079952,2079934,2079918,2079897,2079876,128,3.3
2080027,2080007,2079989,2079970,2079952,2079934,2079918,2079897,2079876,2079857,128,3.4
2080007,2079989,2079970,2079952,2079934,2079918,2079897,2079876,2079857,2079833,128,3.5
2079989,2079970,2079952,2079934,2079918,2079897,2079876,2079857,2079833,2079811,128,3.6
2079970,2079952,2079934,2079918,2079897,2079876,2079857,2079833,2079811,2079792,128,3.7
2079952,2079934,2079918,2079897,2079876,2079857,2079833,2079811,2079792,2079773,128,3.8
2079934,2079918,2079897,2079876,2079857,2079833,2079811,2079792,2079773,2079753,128,3.9
2079918,2079897,2079876,2079857,2079833,2079811,2079792,2079773,2079753,2079733,128,4.0
2079897,2079876,2079857,2079833,2079811,2079792,2079773,2079753,2079733,2079713,128,4.0
2079876,2079857,2079833,2079811,2079792,2079773,2079753,2079733,2079713,2079693,128,4.0
2079857,2079833,2079811,2079792,2079773,2079753,2079733,2079713,2079693,2079673,128,4.0
2079833,2079811,2079792,2079773,2079753,2079733,2079713,2079693,2079673,2079653,128,4.0
2079811,2079792,2079773,2079753,2079733,2079713,2079693,2079673,2079653,2079634,128,4.0
2079792,2079773,2079753,2079733,2079713,2079693,2079673,2079653,2079634,2079614,128,4.0
2079773,2079753,2079733,2079713,2079693,2079673,2079653,2079634,2079614,2079581,128,4.0
2079753,2079733,2079713,2079693,2079673,2079653,2079634,2079614,2079581,2079564,128,4.0
2079733,2079713,2079693,2079673,2079653,2079634,2079614,2079581,2079564,2079541,128,4.0
2079713,2079693,2079673,2079653,2079634,2079614,2079581,2079564,2079541,2079524,128,4.0
2079693,2079673,2079653,2079634,2079614,2079581,2079564,2079541,2079524,2079504,128,4.0
2079673,2079653,2079634,2079614,2079581,2079564,2079541,2079524,2079504,2079484,128,4.0
2079653,2079634,2079614,2079581,2079564,2079541,2079524,2079504,2079484,2079464,128,4.0
2079634,2079614,2079581,2079564,2079541,2079524,2079504,2079484,2079464,2079444,128,4.0
2079614,2079581,2079564,2079541,2079524,2079504,2079484,2079464,2079444,2079421,128,4.0
2079581,2079564,2079541,2079524,2079504,2079484,2079464,2079444,2079421,2079404,128,4.0
2079564,2079541,2079524,2079504,2079484,2079464,2079444,2079421,2079404,2079384,128,4.0
2079541,2079524,2079504,2079484,2079464,2079444,2079421,2079404,2079384,2079364,128,4.0
2079524,2079504,2079484,2079464,2079444,2079421,2079404,2079384,2079364,2079334,128,4.0
2079504,2079484,2079464,2079444,2079421,2079404,2079384,2079364,2079334,2079314,128,4.0
2079484,2079464,2079444,2079421,2079404,2079384,2079364,2079334,2079314,2079294,128,4.0
2079464,2079444,2079421,2079404,2079384,2079364,2079334,2079314,2079294,2079274,128,4.0
2079444,2079421,2079404,2079384,2079364,2079334,2079314,2079294,2079274,2079254,128,4.0
2079421,2079404,2079384,2079364,2079334,2079314,2079294,2079274,2079254,2079234,128,4.0
2079404,2079384,2079364,2079334,2079314,2079294,2079274,2079254,2079234,2079214,128,4.0
2079384,2079364,2079334,2079314,2079294,2079274,2079254,2079234,2079214,2079194,128,4.0
2079364,2079334,2079314,2079294,2079274,2079254,2079234,2079214,2079194,2079176,128,4.0
2079334,2079314,2079294,2079274,2079254,2079234,2079214,2079194,2079176,2079154,128,4.0
2079314,2079294,2079274,2079254,2079234,2079214,2079194,2079176,2079154,2079134,128,4.0
2079294,2079274,2079254,2079234,2079214,2079194,2079176,2079154,2079134,2079114,128,4.0
2079274,2079254,2079234,2079214,2079194,2079176,2079154,2079134,2079114,2079084,128,4.0
2079254,2079234,2079214,2079194,2079176,2079154,2079134,2079114,2079084,2079064,128,4.0
2079234,2079214,2079194,2079176,2079154,2079134,2079114,2079084,2079064,2079044,128,4.0
2079214,2079194,2079176,2079154,2079134,2079114,2079084,2079064,2079044,2079024,128,4.0
2079194,2079176,2079154,2079134,2079114,2079084,2079064,2079044,2079024,2079004,128,4.0
2079176,2079154,2079134,2079114,2079084,2079064,2079044,2079024,2079004,2078986,128,4.0
2079154,2079134,2079114,2079084,2079064,2079044,2079024,2079004,2078986,2078961,128,4.0
2079134,2079114,2079084,2079064,2079044,2079024,2079004,2078986,2078961,2078944,128,4.0
2079114,2079084,2079064,2079044,2079024,2079004,2078986,2078961,2078944,2078924,128,4.0
2079084,2079064,2079044,2079024,2079004,2078986,2078961,2078944,2078924,2078904,128,4.0
2079064,2079044,2079024,2079004,2078986,2078961,2078944,2078924,2078904,2078886,128,4.0
2079044,2079024,2079004,2078986,2078961,2078944,2078924,2078904,2078886,2078864,128,4.0
2079024,2079004,2078986,2078961,2078944,2078924,2078904,2078886,2078864,2078834,128,4.0
2079004,2078986,2078961,2078944,2078924,2078904,2078886,2078864,2078834,2078814,128,4.0
2078986,2078961,2078944,2078924,2078904,2078886,2078864,2078834,2078814,2078796,128,4.0
2078961,2078944,2078924,2078904,2078886,2078864,2078834,2078814,2078796,2078774,128,4.0
2078944,2078924,2078904,2078886,2078864,2078834,2078814,2078796,2078774,2078754,128,4.0
2078924,2078904,2078886,2078864,2078834,2078814,2078796,2078774,2078754,2078736,128,4.0
2078904,2078886,2078864,2078834,2078814,2078796,2078774,2078754,2078736,2078716,128,4.0
2078886,2078864,2078834,2078814,2078796,2078774,2078754,2078736,2078716,2078696,128,4.0
2078864,2078834,2078814,2078796,2078774,2078754,2078736,2078716,2078696,2078674,128,4.0
2078834,2078814,2078796,2078774,2078754,2078736,2078716,2078696,2078674,2078654,128,4.0
2078814,2078796,2078774,2078754,2078736,2078716,2078696,2078674,2078654,2078631,128,4.0
2078796,2078774,2078754,2078736,2078716,2078696,2078674,2078654,2078631,2078616,128,4.0
2078774,2078754,2078736,2078716,2078696,2078674,2078654,2078631,2078616,2078584,128,4.0
2078754,2078736,2078716,2078696,2078674,2078654,2078631,2078616,2078584,2078564,128,4.0
2078736,2078716,2078696,2078674,2078654,2078631,2078616,2078584,2078564,2078546,128,4.0
2078716,2078696,2078674,2078654,2078631,2078616,2078584,2078564,2078546,2078524,128,4.0
2078696,2078674,2078654,2078631,2078616,2078584,2078564,2078546,2078524,2078501,128,4.0
2078674,2078654,2078631,2078616,2078584,2078564,2078546,2078524,2078501,2078484,128,4.0
2078654,2078631,2078616,2078584,2078564,2078546,2078524,2078501,2078484,2078464,128,4.0
2078631,2078616,2078584,2078564,2078546,2078524,2078501,2078484,2078464,2078446,128,4.0
2078616,2078584,2078564,2078546,2078524,2078501,2078484,2078464,2078446,2078426,128,4.0
2078584,2078564,2078546,2078524,2078501,2078484,2078464,2078446,2078426,2078404,128,4.0
2078564,2078546,2078524,2078501,2078484,2078464,2078446,2078426,2078404,2078384,128,4.0
2078546,2078524,2078501,2078484,2078464,2078446,2078426,2078404,2078384,2078364,128,4.0
2078524,2078501,2078484,2078464,2078446,2078426,2078404,2078384,2078364,2078334,128,4.0
2078501,2078484,2078464,2078446,2078426,2078404,2078384,2078364,2078334,2078314,128,4.0
2078484,2078464,2078446,2078426,2078404,2078384,2078364,2078334,2078314,2078294,128,4.0
2078464,2078446,2078426,2078404,2078384,2078364,2078334,2078314,2078294,2078274,128,4.0
2078446,2078426,2078404,2078384,2078364,2078334,2078314,2078294,2078274,2078256,128,4.0
2078426,2078404,2078384,2078364,2078334,2078314,2078294,2078274,2078256,2078234,128,4.0
2078404,2078384,2078364,2078334,2078314,2078294,2078274,2078256,2078234,2078214,128,4.0
2078384,2078364,2078334,2078314,2078294,2078274,2078256,2078234,2078214,2078194,128,4.0
2078364,2078334,2078314,2078294,2078274,2078256,2078234,2078214,2078194,2078174,128,4.0
2078334,2078314,2078294,2078274,2078256,2078234,2078214,2078194,2078174,2078154,128,4.0
2078314,2078294,2078274,2078256,2078234,2078214,2078194,2078174,2078154,2078134,128,4.0
2078294,2078274,2078256,2078234,2078214,2078194,2078174,2078154,2078134,2078114,128,4.0
2078274,2078256,2078234,2078214,2078194,2078174,2078154,2078134,2078114,2078084,128,3.9
2078256,2078234,2078214,2078194,2078174,2078154,2078134,2078114,2078084,2078064,128,3.8
2078234,2078214,2078194,2078174,2078154,2078134,2078114,2078084,2078064,2078044,128,3.8
2078214,2078194,2078174,2078154,2078134,2078114,2078084,2078064,2078044,2078026,128,3.8
2078194,2078174,2078154,2078134,2078114,2078084,2078064,2078044,2078026,2078001,128,3.8
2078174,2078154,2078134,2078114,2078084,2078064,2078044,2078026,2078001,2077984,128,3.8
2078154,2078134,2078114,2078084,2078064,2078044,2078026,2078001,2077984,2077964,128,3.8
2078134,2078114,2078084,2078064,2078044,2078026,2078001,2077984,2077964,2077944,128,3.8
2078114,2078084,2078064,2078044,2078026,2078001,2077984,2077964,2077944,2077926,128,3.8
2078084,2078064,2078044,2078026,2078001,2077984,2077964,2077944,2077926,2077904,128,3.8
2078064,2078044,2078026,2078001,2077984,2077964,2077944,2077926,2077904,2077884,128,3.9
2078044,2078026,2078001,2077984,2077964,2077944,2077926,2077904,2077884,2077861,128,4.0
2078026,2078001,2077984,2077964,2077944,2077926,2077904,2077884,2077861,2077834,128,4.0
2078001,2077984,2077964,2077944,2077926,2077904,2077884,2077861,2077834,2077816,128,4.0
