id,date_time,not_rain_pxl,sequence,rain_category
2223932,2024-08-03 09:40:00,185270,80,3
2223912,2024-08-03 09:30:00,185078,80,3
2223892,2024-08-03 09:20:00,185251,80,3
2223870,2024-08-03 09:10:00,185490,80,3
2223850,2024-08-03 09:05:00,185481,80,3
2223810,2024-08-03 09:00:00,185292,80,3
2223792,2024-08-03 08:55:00,185365,80,3
2223772,2024-08-03 08:50:00,185888,80,3
2223750,2024-08-03 08:45:00,186291,80,3
2223729,2024-08-03 08:40:00,186830,80,2
2223709,2024-08-03 08:35:00,187344,80,2
2223686,2024-08-03 08:30:00,187615,80,2
2223666,2024-08-03 08:25:00,188132,80,2
2223642,2024-08-03 08:20:00,188342,80,2
2223620,2024-08-03 08:15:00,188368,80,2
2223598,2024-08-03 08:10:00,188716,80,2
2223576,2024-08-03 08:05:00,188953,80,2
2223534,2024-08-03 08:00:00,189251,80,2
2223512,2024-08-03 07:55:00,190036,80,2
2223490,2024-08-03 07:50:00,190364,80,2
2223468,2024-08-03 07:45:00,190821,80,2
2223448,2024-08-03 07:40:00,190903,80,2
2223424,2024-08-03 07:35:00,191077,80,2
2223402,2024-08-03 07:30:00,191283,80,2
2223380,2024-08-03 07:25:00,191862,80,2
2223360,2024-08-03 07:20:00,192240,80,2
2223337,2024-08-03 07:15:00,192594,80,2
2223321,2024-08-03 07:10:00,192786,80,2
2223277,2024-08-03 07:00:00,193860,80,1
2223257,2024-08-03 06:50:00,194779,80,1
2223239,2024-08-03 06:40:00,195364,80,0
2223217,2024-08-03 06:30:00,195603,80,0
2223197,2024-08-03 06:20:00,195807,80,0
2223177,2024-08-03 06:10:00,195715,80,0
2222384,2024-08-02 19:40:00,196050,81,0
2222366,2024-08-02 19:30:00,196024,81,0
2222344,2024-08-02 19:20:00,195917,81,0
2222324,2024-08-02 19:10:00,195441,81,0
2222284,2024-08-02 19:00:00,195085,81,1
2222262,2024-08-02 18:50:00,194629,81,1
2222242,2024-08-02 18:45:00,194539,81,1
2222224,2024-08-02 18:40:00,193946,81,1
2222202,2024-08-02 18:35:00,193592,81,1
2222184,2024-08-02 18:30:00,193050,81,2
2222160,2024-08-02 18:25:00,192316,81,2
2222140,2024-08-02 18:20:00,191210,81,2
2222118,2024-08-02 18:15:00,190537,81,2
2222094,2024-08-02 18:10:00,188743,81,2
2222072,2024-08-02 18:05:00,187560,81,2
2222030,2024-08-02 18:00:00,186000,81,3
2222008,2024-08-02 17:55:00,184446,81,3
2221986,2024-08-02 17:50:00,182377,81,3
2221964,2024-08-02 17:45:00,179782,81,3
2221942,2024-08-02 17:40:00,177287,81,3
2221920,2024-08-02 17:35:00,175062,81,3
2221898,2024-08-02 17:30:00,172891,81,3
2221876,2024-08-02 17:25:00,170684,81,3
2221854,2024-08-02 17:20:00,169261,81,3
2221832,2024-08-02 17:15:00,168133,81,4
2221812,2024-08-02 17:10:00,167448,81,4
2221788,2024-08-02 17:05:00,167226,81,4
2221746,2024-08-02 17:00:00,165921,81,4
2221724,2024-08-02 16:55:00,164866,81,4
2221704,2024-08-02 16:50:00,163472,81,4
2221682,2024-08-02 16:45:00,161985,81,4
2221660,2024-08-02 16:40:00,160269,81,4
2221636,2024-08-02 16:35:00,159786,81,4
2221614,2024-08-02 16:30:00,159789,81,4
2221594,2024-08-02 16:25:00,161055,81,4
2221570,2024-08-02 16:20:00,161591,81,4
2221550,2024-08-02 16:15:00,162034,81,4
2221526,2024-08-02 16:10:00,162976,81,4
2221504,2024-08-02 16:05:00,164354,81,4
2221462,2024-08-02 16:00:00,164854,81,4
2221440,2024-08-02 15:55:00,166920,81,4
2221420,2024-08-02 15:50:00,168868,81,3
2221396,2024-08-02 15:45:00,171676,81,3
2221374,2024-08-02 15:40:00,173306,81,3
2221352,2024-08-02 15:35:00,175065,81,3
2221330,2024-08-02 15:30:00,176376,81,3
2221308,2024-08-02 15:25:00,177433,81,3
2221286,2024-08-02 15:20:00,178825,81,3
2221264,2024-08-02 15:15:00,179423,81,3
2221242,2024-08-02 15:10:00,179915,81,3
2221220,2024-08-02 15:05:00,180239,81,3
2221178,2024-08-02 15:00:00,181056,81,3
2221156,2024-08-02 14:55:00,180913,81,3
2221134,2024-08-02 14:50:00,181583,81,3
2221112,2024-08-02 14:45:00,181496,81,3
2221092,2024-08-02 14:40:00,181565,81,3
2221070,2024-08-02 14:35:00,181838,81,3
2221046,2024-08-02 14:30:00,182285,81,3
2221024,2024-08-02 14:25:00,183240,81,3
2221004,2024-08-02 14:20:00,184733,81,3
2220986,2024-08-02 14:15:00,185534,81,3
2220962,2024-08-02 14:10:00,186832,81,2
2220942,2024-08-02 14:05:00,186930,81,2
2220898,2024-08-02 14:00:00,187483,81,2
2220876,2024-08-02 13:55:00,187810,81,2
2220856,2024-08-02 13:50:00,188159,81,2
2220834,2024-08-02 13:45:00,188941,81,2
2220810,2024-08-02 13:40:00,189458,81,2
2220788,2024-08-02 13:35:00,190163,81,2
2220766,2024-08-02 13:30:00,189979,81,2
2220744,2024-08-02 13:25:00,190597,81,2
2220722,2024-08-02 13:20:00,190661,81,2
2220700,2024-08-02 13:15:00,190739,81,2
2220678,2024-08-02 13:10:00,191037,81,2
2220656,2024-08-02 13:05:00,191215,81,2
2220614,2024-08-02 13:00:00,191289,81,2
2220594,2024-08-02 12:55:00,191473,81,2
2220572,2024-08-02 12:50:00,191708,81,2
2220550,2024-08-02 12:45:00,191736,81,2
2220526,2024-08-02 12:40:00,192060,81,2
2220504,2024-08-02 12:35:00,191991,81,2
2220482,2024-08-02 12:30:00,191965,81,2
2220460,2024-08-02 12:25:00,192329,81,2
2220440,2024-08-02 12:20:00,192480,81,2
2220419,2024-08-02 12:15:00,192745,81,2
2220401,2024-08-02 12:10:00,193173,81,2
2219799,2024-08-02 02:40:00,196155,82,0
2219779,2024-08-02 02:30:00,196150,82,0
2219759,2024-08-02 02:20:00,196010,82,0
2219739,2024-08-02 02:10:00,195433,82,0
2219699,2024-08-02 02:00:00,194391,82,1
2219679,2024-08-02 01:50:00,193296,82,1
2219659,2024-08-02 01:40:00,193441,82,1
2219639,2024-08-02 01:30:00,192732,82,2
2219619,2024-08-02 01:20:00,192054,82,2
2219599,2024-08-02 01:10:00,191515,82,2
2219559,2024-08-02 01:00:00,190662,82,2
2219539,2024-08-02 00:50:00,188273,82,2
2219521,2024-08-02 00:40:00,185505,82,3
2219499,2024-08-02 00:30:00,178500,82,3
2219479,2024-08-02 00:20:00,171389,82,3
2219457,2024-08-02 00:15:00,168258,82,4
2219437,2024-08-02 00:10:00,165582,82,4
2219417,2024-08-02 00:05:00,163559,82,4
2219382,2024-08-01 23:55:00,159014,82,4
2219361,2024-08-01 23:50:00,157195,82,4
2219341,2024-08-01 23:45:00,155974,82,4
2219321,2024-08-01 23:40:00,154160,82,4
2219301,2024-08-01 23:35:00,152028,82,4
2219281,2024-08-01 23:30:00,150140,82,4
2219263,2024-08-01 23:25:00,148015,82,4
2219241,2024-08-01 23:20:00,146531,82,4
2219218,2024-08-01 23:15:00,146201,82,4
2219200,2024-08-01 23:10:00,145599,82,4
2219178,2024-08-01 23:05:00,144574,82,4
2219136,2024-08-01 23:00:00,144665,82,4
2219116,2024-08-01 22:55:00,144416,82,4
2219092,2024-08-01 22:50:00,144487,82,4
2219070,2024-08-01 22:45:00,142283,82,4
2219048,2024-08-01 22:40:00,139591,82,4
2219026,2024-08-01 22:35:00,135682,82,4
2219004,2024-08-01 22:30:00,132992,82,4
2218984,2024-08-01 22:25:00,130746,82,4
2218960,2024-08-01 22:20:00,128358,82,4
2218940,2024-08-01 22:15:00,125962,82,4
2218916,2024-08-01 22:10:00,122444,82,4
2218894,2024-08-01 22:05:00,118053,82,4
2218852,2024-08-01 22:00:00,114286,82,4
2218830,2024-08-01 21:55:00,110647,82,4
2218808,2024-08-01 21:50:00,109285,82,4
2218786,2024-08-01 21:45:00,108527,82,4
2218766,2024-08-01 21:40:00,107907,82,4
2218744,2024-08-01 21:35:00,108280,82,4
2218717,2024-08-01 21:30:00,108584,82,4
2218700,2024-08-01 21:25:00,107800,82,4
2218676,2024-08-01 21:20:00,107083,82,4
2218654,2024-08-01 21:15:00,107180,82,4
2218632,2024-08-01 21:10:00,107086,82,4
2218610,2024-08-01 21:05:00,107727,82,4
2218568,2024-08-01 21:00:00,108525,82,4
2218546,2024-08-01 20:55:00,110940,82,4
2218524,2024-08-01 20:50:00,110760,82,4
2218502,2024-08-01 20:45:00,109166,82,4
2218482,2024-08-01 20:40:00,111500,82,4
2218460,2024-08-01 20:35:00,112431,82,4
2218436,2024-08-01 20:30:00,114723,82,4
2218414,2024-08-01 20:25:00,114865,82,4
2218392,2024-08-01 20:20:00,118252,82,4
2218370,2024-08-01 20:15:00,120148,82,4
2218348,2024-08-01 20:10:00,120671,82,4
2218326,2024-08-01 20:05:00,120583,82,4
2218284,2024-08-01 20:00:00,118782,82,4
2218262,2024-08-01 19:55:00,118778,82,4
2218240,2024-08-01 19:50:00,119761,82,4
2218220,2024-08-01 19:45:00,120643,82,4
2218196,2024-08-01 19:40:00,121478,82,4
2218174,2024-08-01 19:35:00,123813,82,4
2218152,2024-08-01 19:30:00,123890,82,4
2218130,2024-08-01 19:25:00,124525,82,4
2218108,2024-08-01 19:20:00,126227,82,4
2218086,2024-08-01 19:15:00,128887,82,4
2218064,2024-08-01 19:10:00,132041,82,4
2218042,2024-08-01 19:05:00,135168,82,4
2218000,2024-08-01 19:00:00,139385,82,4
2217978,2024-08-01 18:55:00,147007,82,4
2217956,2024-08-01 18:50:00,151253,82,4
2217934,2024-08-01 18:45:00,148163,82,4
2217892,2024-08-01 18:25:00,145835,83,4
2217868,2024-08-01 18:20:00,142545,83,4
2217846,2024-08-01 18:15:00,141787,83,4
2217824,2024-08-01 18:10:00,143049,83,4
2217802,2024-08-01 18:05:00,145142,83,4
2217757,2024-08-01 18:00:00,146507,83,4
2217738,2024-08-01 17:55:00,146338,83,4
2217716,2024-08-01 17:50:00,147920,83,4
2217694,2024-08-01 17:45:00,147458,83,4
2217672,2024-08-01 17:40:00,147765,83,4
2217650,2024-08-01 17:35:00,144597,83,4
2217628,2024-08-01 17:30:00,145149,83,4
2217606,2024-08-01 17:25:00,146094,83,4
2217586,2024-08-01 17:20:00,144607,83,4
2217562,2024-08-01 17:15:00,143576,83,4
2217540,2024-08-01 17:10:00,143939,83,4
2217518,2024-08-01 17:05:00,143419,83,4
2217476,2024-08-01 17:00:00,143703,83,4
2217451,2024-08-01 16:55:00,145222,83,4
2217432,2024-08-01 16:50:00,146199,83,4
2217410,2024-08-01 16:45:00,148343,83,4
2217390,2024-08-01 16:40:00,148749,83,4
2217366,2024-08-01 16:35:00,149795,83,4
2217346,2024-08-01 16:30:00,152301,83,4
2217322,2024-08-01 16:25:00,152870,83,4
2217300,2024-08-01 16:20:00,153884,83,4
2217278,2024-08-01 16:15:00,153737,83,4
2217256,2024-08-01 16:10:00,153886,83,4
2217234,2024-08-01 16:05:00,155859,83,4
2217192,2024-08-01 16:00:00,156288,83,4
2217170,2024-08-01 15:55:00,158210,83,4
2217148,2024-08-01 15:50:00,158895,83,4
2217126,2024-08-01 15:45:00,159671,83,4
2217104,2024-08-01 15:40:00,161640,83,4
2217082,2024-08-01 15:35:00,163199,83,4
2217060,2024-08-01 15:30:00,164127,83,4
2217040,2024-08-01 15:25:00,165597,83,4
2217016,2024-08-01 15:20:00,166198,83,4
2216996,2024-08-01 15:15:00,166816,83,4
2216972,2024-08-01 15:10:00,166734,83,4
2216950,2024-08-01 15:05:00,167543,83,4
2216908,2024-08-01 15:00:00,167737,83,4
2216886,2024-08-01 14:55:00,168243,83,4
2216866,2024-08-01 14:50:00,169023,83,3
2216842,2024-08-01 14:45:00,169404,83,3
2216820,2024-08-01 14:40:00,170358,83,3
2216798,2024-08-01 14:35:00,171756,83,3
2216776,2024-08-01 14:30:00,173124,83,3
2216754,2024-08-01 14:25:00,174687,83,3
2216732,2024-08-01 14:20:00,175691,83,3
2216710,2024-08-01 14:15:00,176885,83,3
2216688,2024-08-01 14:10:00,177228,83,3
2216666,2024-08-01 14:05:00,177617,83,3
2216624,2024-08-01 14:00:00,177773,83,3
2216602,2024-08-01 13:55:00,178770,83,3
2216580,2024-08-01 13:50:00,178817,83,3
2216560,2024-08-01 13:45:00,179761,83,3
2216536,2024-08-01 13:40:00,181129,83,3
2216514,2024-08-01 13:35:00,181986,83,3
2216492,2024-08-01 13:30:00,183321,83,3
2216470,2024-08-01 13:25:00,183533,83,3
2216450,2024-08-01 13:20:00,184054,83,3
2216426,2024-08-01 13:15:00,185248,83,3
2216404,2024-08-01 13:10:00,185441,83,3
2216382,2024-08-01 13:05:00,185715,83,3
2216340,2024-08-01 13:00:00,186067,83,3
2216318,2024-08-01 12:55:00,186254,83,3
2216298,2024-08-01 12:50:00,187153,83,2
2216276,2024-08-01 12:45:00,187993,83,2
2216254,2024-08-01 12:40:00,188349,83,2
2216232,2024-08-01 12:35:00,188959,83,2
2216208,2024-08-01 12:30:00,189514,83,2
2216188,2024-08-01 12:25:00,189509,83,2
2216166,2024-08-01 12:20:00,189853,83,2
2216142,2024-08-01 12:15:00,189742,83,2
2216122,2024-08-01 12:10:00,189733,83,2
2216100,2024-08-01 12:05:00,190011,83,2
2216056,2024-08-01 12:00:00,190429,83,2
2216035,2024-08-01 11:55:00,190664,83,2
2216013,2024-08-01 11:50:00,190927,83,2
2215995,2024-08-01 11:45:00,191031,83,2
2215971,2024-08-01 11:40:00,191699,83,2
2215951,2024-08-01 11:35:00,192096,83,2
2215927,2024-08-01 11:30:00,192620,83,2
2215905,2024-08-01 11:25:00,193248,83,1
2215885,2024-08-01 11:20:00,193721,83,1
2215863,2024-08-01 11:15:00,194462,83,1
2215843,2024-08-01 11:10:00,194191,83,1
2214946,2024-07-31 20:10:00,196134,84,0
2214906,2024-07-31 20:00:00,196138,84,0
2214886,2024-07-31 19:50:00,196124,84,0
2214866,2024-07-31 19:40:00,195947,84,0
2214846,2024-07-31 19:30:00,195090,84,1
2214826,2024-07-31 19:20:00,194552,84,1
2214806,2024-07-31 19:10:00,194138,84,1
2214766,2024-07-31 19:00:00,194234,84,1
2214746,2024-07-31 18:50:00,194117,84,1
2214726,2024-07-31 18:40:00,193412,84,1
2214706,2024-07-31 18:30:00,192602,84,2
2214688,2024-07-31 18:20:00,191954,84,2
2214668,2024-07-31 18:10:00,190589,84,2
2214626,2024-07-31 18:00:00,189663,84,2
2214608,2024-07-31 17:50:00,188988,84,2
2214586,2024-07-31 17:40:00,188682,84,2
2214568,2024-07-31 17:30:00,189251,84,2
2214544,2024-07-31 17:20:00,190002,84,2
2214524,2024-07-31 17:15:00,190074,84,2
2214504,2024-07-31 17:10:00,190333,84,2
2214484,2024-07-31 17:05:00,190821,84,2
2214442,2024-07-31 17:00:00,191033,84,2
2214422,2024-07-31 16:55:00,191091,84,2
2214400,2024-07-31 16:50:00,191824,84,2
2214376,2024-07-31 16:45:00,191596,84,2
2214356,2024-07-31 16:40:00,191946,84,2
2214334,2024-07-31 16:35:00,192732,84,2
2214312,2024-07-31 16:30:00,192917,84,2
2214290,2024-07-31 16:25:00,192968,84,2
2214270,2024-07-31 16:20:00,193278,84,1
2214246,2024-07-31 16:15:00,193773,84,1
2214226,2024-07-31 16:10:00,194238,84,1
2210517,2024-07-29 02:00:00,196146,85,0
2210497,2024-07-29 01:50:00,196044,85,0
2210477,2024-07-29 01:40:00,195926,85,0
2210459,2024-07-29 01:30:00,195575,85,0
2210439,2024-07-29 01:20:00,195397,85,0
2210417,2024-07-29 01:10:00,195125,85,0
2210377,2024-07-29 01:00:00,194864,85,1
2210357,2024-07-29 00:50:00,194241,85,1
2210339,2024-07-29 00:40:00,193497,85,1
2210317,2024-07-29 00:30:00,193353,85,1
2210297,2024-07-29 00:20:00,192864,85,2
2210277,2024-07-29 00:10:00,192174,85,2
2210257,2024-07-29 00:00:00,191709,85,2
2210240,2024-07-28 23:50:00,191483,85,2
2210220,2024-07-28 23:40:00,191268,85,2
2210200,2024-07-28 23:30:00,189534,85,2
2210180,2024-07-28 23:20:00,187785,85,2
2210160,2024-07-28 23:10:00,185589,85,3
2210120,2024-07-28 23:00:00,182753,85,3
2210100,2024-07-28 22:50:00,181285,85,3
2210080,2024-07-28 22:40:00,176637,85,3
2210060,2024-07-28 22:30:00,173876,85,3
2210040,2024-07-28 22:20:00,173159,85,3
2210020,2024-07-28 22:10:00,173807,85,3
2209980,2024-07-28 22:00:00,173266,85,3
2209960,2024-07-28 21:50:00,172871,85,3
2209938,2024-07-28 21:40:00,172118,85,3
2209918,2024-07-28 21:35:00,171657,85,3
2209898,2024-07-28 21:30:00,170830,85,3
2209878,2024-07-28 21:25:00,170038,85,3
2209860,2024-07-28 21:20:00,168001,85,4
2209838,2024-07-28 21:15:00,165170,85,4
2209818,2024-07-28 21:10:00,162101,85,4
2209794,2024-07-28 21:05:00,159949,85,4
2209752,2024-07-28 21:00:00,157979,85,4
2209732,2024-07-28 20:55:00,155846,85,4
2209708,2024-07-28 20:50:00,154228,85,4
2209689,2024-07-28 20:45:00,152298,85,4
2209666,2024-07-28 20:40:00,150932,85,4
2209646,2024-07-28 20:35:00,148806,85,4
2209626,2024-07-28 20:30:00,148557,85,4
2209605,2024-07-28 20:25:00,147833,85,4
2209585,2024-07-28 20:20:00,147956,85,4
2209565,2024-07-28 20:15:00,147785,85,4
2209545,2024-07-28 20:10:00,147134,85,4
2209523,2024-07-28 20:05:00,147108,85,4
2209481,2024-07-28 20:00:00,147668,85,4
2209459,2024-07-28 19:55:00,148796,85,4
2209439,2024-07-28 19:50:00,149001,85,4
2209417,2024-07-28 19:45:00,148843,85,4
2209395,2024-07-28 19:40:00,149329,85,4
2209371,2024-07-28 19:35:00,149935,85,4
2209351,2024-07-28 19:30:00,150372,85,4
2209327,2024-07-28 19:25:00,151078,85,4
2209305,2024-07-28 19:20:00,151549,85,4
2209285,2024-07-28 19:15:00,152847,85,4
2209262,2024-07-28 19:10:00,153373,85,4
2209240,2024-07-28 19:05:00,154111,85,4
2209198,2024-07-28 19:00:00,155638,85,4
2209176,2024-07-28 18:55:00,157594,85,4
2209156,2024-07-28 18:50:00,157761,85,4
2209134,2024-07-28 18:45:00,161195,85,4
2209110,2024-07-28 18:40:00,159889,85,4
2209088,2024-07-28 18:35:00,158786,85,4
2209066,2024-07-28 18:30:00,158663,85,4
2209044,2024-07-28 18:25:00,159006,85,4
2209022,2024-07-28 18:20:00,159353,85,4
2209000,2024-07-28 18:15:00,160590,85,4
2208978,2024-07-28 18:10:00,161699,85,4
2208956,2024-07-28 18:05:00,162366,85,4
2208914,2024-07-28 18:00:00,163299,85,4
2208892,2024-07-28 17:55:00,164234,85,4
2208870,2024-07-28 17:50:00,165565,85,4
2208848,2024-07-28 17:45:00,167018,85,4
2208826,2024-07-28 17:40:00,167779,85,4
2208804,2024-07-28 17:35:00,168844,85,3
2208782,2024-07-28 17:30:00,170066,85,3
2208760,2024-07-28 17:25:00,170996,85,3
2208738,2024-07-28 17:20:00,172003,85,3
2208716,2024-07-28 17:15:00,173434,85,3
2208694,2024-07-28 17:10:00,174535,85,3
2208672,2024-07-28 17:05:00,175039,85,3
2208630,2024-07-28 17:00:00,176023,85,3
2208608,2024-07-28 16:55:00,176549,85,3
2208588,2024-07-28 16:50:00,177209,85,3
2208564,2024-07-28 16:45:00,177895,85,3
2208544,2024-07-28 16:40:00,178683,85,3
2208520,2024-07-28 16:35:00,179404,85,3
2208498,2024-07-28 16:30:00,180031,85,3
2208476,2024-07-28 16:25:00,180619,85,3
2208454,2024-07-28 16:20:00,180681,85,3
2208432,2024-07-28 16:15:00,180948,85,3
2208410,2024-07-28 16:10:00,181613,85,3
2208390,2024-07-28 16:05:00,181907,85,3
2208346,2024-07-28 16:00:00,182301,85,3
2208324,2024-07-28 15:55:00,182260,85,3
2208302,2024-07-28 15:50:00,181353,85,3
2208282,2024-07-28 15:45:00,180357,85,3
2208258,2024-07-28 15:40:00,180430,85,3
2208236,2024-07-28 15:35:00,181131,85,3
2208214,2024-07-28 15:30:00,181997,85,3
2208192,2024-07-28 15:25:00,183334,85,3
2208170,2024-07-28 15:20:00,184516,85,3
2208148,2024-07-28 15:15:00,185191,85,3
2208126,2024-07-28 15:10:00,185531,85,3
2208104,2024-07-28 15:05:00,186171,85,3
2208062,2024-07-28 15:00:00,187121,85,2
2208040,2024-07-28 14:55:00,187209,85,2
2208020,2024-07-28 14:50:00,187295,85,2
2207996,2024-07-28 14:45:00,187385,85,2
2207974,2024-07-28 14:40:00,187376,85,2
2207952,2024-07-28 14:35:00,187564,85,2
2207930,2024-07-28 14:30:00,187847,85,2
2207908,2024-07-28 14:25:00,187563,85,2
2207886,2024-07-28 14:20:00,187043,85,2
2207864,2024-07-28 14:15:00,186572,85,3
2207842,2024-07-28 14:10:00,186860,85,2
2207820,2024-07-28 14:05:00,186769,85,2
2207778,2024-07-28 14:00:00,186668,85,3
2207758,2024-07-28 13:55:00,187221,85,2
2207734,2024-07-28 13:50:00,186235,85,3
2207714,2024-07-28 13:45:00,186204,85,3
2207692,2024-07-28 13:40:00,186220,85,3
2207668,2024-07-28 13:35:00,186112,85,3
2207646,2024-07-28 13:30:00,186112,85,3
2207624,2024-07-28 13:25:00,186410,85,3
2207602,2024-07-28 13:20:00,186633,85,3
2207582,2024-07-28 13:15:00,187369,85,2
2207558,2024-07-28 13:10:00,187440,85,2
2207538,2024-07-28 13:05:00,187458,85,2
2207494,2024-07-28 13:00:00,187744,85,2
2207472,2024-07-28 12:55:00,188117,85,2
2207450,2024-07-28 12:50:00,188109,85,2
2207428,2024-07-28 12:45:00,189068,85,2
2207406,2024-07-28 12:40:00,189032,85,2
2207384,2024-07-28 12:35:00,189510,85,2
2207364,2024-07-28 12:30:00,190655,85,2
2207340,2024-07-28 12:25:00,191276,85,2
2207320,2024-07-28 12:20:00,191418,85,2
2207296,2024-07-28 12:15:00,191109,85,2
2207274,2024-07-28 12:10:00,190999,85,2
2207252,2024-07-28 12:05:00,191043,85,2
2207210,2024-07-28 12:00:00,191328,85,2
2207188,2024-07-28 11:55:00,191070,85,2
2207168,2024-07-28 11:50:00,191040,85,2
2207146,2024-07-28 11:45:00,191545,85,2
2207124,2024-07-28 11:40:00,192127,85,2
2207100,2024-07-28 11:35:00,192542,85,2
2207080,2024-07-28 11:30:00,192736,85,2
2207058,2024-07-28 11:25:00,193081,85,2
2207036,2024-07-28 11:20:00,193510,85,1
2207014,2024-07-28 11:15:00,193670,85,1
2206992,2024-07-28 11:10:00,194089,85,1
2206968,2024-07-28 11:05:00,194408,85,1
2206926,2024-07-28 11:00:00,194830,85,1
2206904,2024-07-28 10:55:00,195079,85,1
2206882,2024-07-28 10:50:00,195161,85,0
2206860,2024-07-28 10:45:00,195286,85,0
2206840,2024-07-28 10:40:00,195390,85,0
2201532,2024-07-24 16:30:00,195987,86,0
2201514,2024-07-24 16:20:00,196057,86,0
2201494,2024-07-24 16:10:00,195778,86,0
2201452,2024-07-24 16:00:00,195202,86,0
2201430,2024-07-24 15:50:00,194015,86,1
2201412,2024-07-24 15:45:00,193931,86,1
2201390,2024-07-24 15:40:00,193547,86,1
2201370,2024-07-24 15:35:00,193387,86,1
2201350,2024-07-24 15:30:00,193326,86,1
2201329,2024-07-24 15:25:00,192999,86,2
2201308,2024-07-24 15:20:00,192843,86,2
2201287,2024-07-24 15:15:00,192679,86,2
2201266,2024-07-24 15:10:00,192695,86,2
2201246,2024-07-24 15:05:00,192355,86,2
2201202,2024-07-24 15:00:00,192008,86,2
2201180,2024-07-24 14:55:00,191431,86,2
2201158,2024-07-24 14:50:00,190685,86,2
2201136,2024-07-24 14:45:00,190143,86,2
2201116,2024-07-24 14:40:00,189922,86,2
2201094,2024-07-24 14:35:00,189887,86,2
2201074,2024-07-24 14:30:00,189724,86,2
2201054,2024-07-24 14:25:00,189978,86,2
2201032,2024-07-24 14:20:00,189828,86,2
2201010,2024-07-24 14:15:00,189871,86,2
2200990,2024-07-24 14:10:00,189939,86,2
2200966,2024-07-24 14:05:00,190142,86,2
2200927,2024-07-24 14:00:00,190688,86,2
2200907,2024-07-24 13:55:00,191076,86,2
2200885,2024-07-24 13:50:00,191444,86,2
2200867,2024-07-24 13:45:00,191787,86,2
2200845,2024-07-24 13:40:00,192014,86,2
2200825,2024-07-24 13:35:00,192018,86,2
2200804,2024-07-24 13:30:00,191670,86,2
2200783,2024-07-24 13:25:00,191662,86,2
2200761,2024-07-24 13:20:00,191685,86,2
2200739,2024-07-24 13:15:00,192074,86,2
2200717,2024-07-24 13:10:00,192119,86,2
2200695,2024-07-24 13:05:00,192246,86,2
2200653,2024-07-24 13:00:00,192086,86,2
2200631,2024-07-24 12:55:00,192007,86,2
2200611,2024-07-24 12:50:00,192100,86,2
2200591,2024-07-24 12:40:00,192510,86,2
2200569,2024-07-24 12:30:00,193087,86,2
2200551,2024-07-24 12:25:00,193502,86,1
2200529,2024-07-24 12:20:00,193723,86,1
2200509,2024-07-24 12:15:00,193848,86,1
2200491,2024-07-24 12:10:00,193726,86,1
2200449,2024-07-24 12:00:00,193131,86,2
2200431,2024-07-24 11:50:00,193790,86,1
2200409,2024-07-24 11:40:00,194309,86,1
2200391,2024-07-24 11:30:00,194599,86,1
2200371,2024-07-24 11:20:00,194857,86,1
2200349,2024-07-24 11:10:00,194846,86,1
2200309,2024-07-24 11:00:00,195078,86,1
2200289,2024-07-24 10:50:00,194894,86,1
2200269,2024-07-24 10:40:00,194608,86,1
2200249,2024-07-24 10:30:00,194493,86,1
2200229,2024-07-24 10:20:00,194147,86,1
2200211,2024-07-24 10:10:00,194048,86,1
2200169,2024-07-24 10:00:00,193701,86,1
2200151,2024-07-24 09:50:00,193517,86,1
2200129,2024-07-24 09:40:00,193380,86,1
2200109,2024-07-24 09:30:00,192500,86,2
2200089,2024-07-24 09:20:00,191658,86,2
2200069,2024-07-24 09:10:00,191495,86,2
2200029,2024-07-24 09:00:00,191400,86,2
2200011,2024-07-24 08:50:00,191229,86,2
2199991,2024-07-24 08:40:00,191190,86,2
2199969,2024-07-24 08:30:00,190747,86,2
2199951,2024-07-24 08:20:00,190965,86,2
2199931,2024-07-24 08:10:00,190966,86,2
2199891,2024-07-24 08:00:00,190078,86,2
2199871,2024-07-24 07:50:00,189606,86,2
2199849,2024-07-24 07:40:00,189681,86,2
2199831,2024-07-24 07:30:00,189872,86,2
2199811,2024-07-24 07:20:00,190318,86,2
2199791,2024-07-24 07:10:00,190820,86,2
2199749,2024-07-24 07:00:00,191078,86,2
2199729,2024-07-24 06:50:00,191094,86,2
2199709,2024-07-24 06:40:00,190782,86,2
2199689,2024-07-24 06:30:00,190454,86,2
2199669,2024-07-24 06:20:00,190877,86,2
2199651,2024-07-24 06:10:00,191217,86,2
2199606,2024-07-24 06:00:00,191185,86,2
2199589,2024-07-24 05:50:00,191340,86,2
2199569,2024-07-24 05:40:00,191044,86,2
2199549,2024-07-24 05:30:00,191569,86,2
2199529,2024-07-24 05:20:00,191579,86,2
2199509,2024-07-24 05:10:00,191647,86,2
2199469,2024-07-24 05:00:00,191766,86,2
2199451,2024-07-24 04:50:00,191959,86,2
2199429,2024-07-24 04:40:00,192077,86,2
2199409,2024-07-24 04:30:00,192611,86,2
2199389,2024-07-24 04:20:00,193300,86,1
2199366,2024-07-24 04:10:00,193773,86,1
2198815,2024-07-23 19:00:00,195958,87,0
2198797,2024-07-23 18:50:00,195988,87,0
2198775,2024-07-23 18:40:00,195707,87,0
2198755,2024-07-23 18:30:00,194271,87,1
2198735,2024-07-23 18:20:00,192893,87,2
2198715,2024-07-23 18:10:00,191858,87,2
2198675,2024-07-23 18:00:00,191309,87,2
